7,1,38,1,7,"__Pyx_ZeroBuffer@8878-8884@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_ZeroBuffer","__Pyx_ZeroBuffer( Py_buffer * buf)",8878,8884
33,9,228,7,33,"__Pyx__GetBufferAndValidate@8885-8917@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx__GetBufferAndValidate","__Pyx__GetBufferAndValidate( Py_buffer * buf , PyObject * obj , __Pyx_TypeInfo * dtype , int flags , int nd , int cast , __Pyx_BufFmt_StackElem * stack)",8885,8917
12,1,81,4,12,"__Pyx_ErrRestoreInState@8921-8932@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_ErrRestoreInState","__Pyx_ErrRestoreInState( PyThreadState * tstate , PyObject * type , PyObject * value , PyObject * tb)",8921,8932
8,1,59,4,8,"__Pyx_ErrFetchInState@8933-8940@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_ErrFetchInState","__Pyx_ErrFetchInState( PyThreadState * tstate , PyObject ** type , PyObject ** value , PyObject ** tb)",8933,8940
4,2,32,1,4,"__Pyx_get_tp_dict_version@8945-8948@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_get_tp_dict_version","__Pyx_get_tp_dict_version( PyObject * obj)",8945,8948
9,6,83,1,12,"__Pyx_get_object_dict_version@8949-8960@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_get_object_dict_version","__Pyx_get_object_dict_version( PyObject * obj)",8949,8960
6,3,54,3,6,"__Pyx_object_dict_version_matches@8961-8966@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_object_dict_version_matches","__Pyx_object_dict_version_matches( PyObject * obj , PY_UINT64_T tp_dict_version , PY_UINT64_T obj_dict_version)",8961,8966
23,7,154,1,30,"__Pyx__GetModuleGlobalName@8973-9002@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx__GetModuleGlobalName","__Pyx__GetModuleGlobalName( PyObject * name)",8973,9002
16,5,110,3,16,"__Pyx_PyObject_Call@9006-9021@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_PyObject_Call","__Pyx_PyObject_Call( PyObject * func , PyObject * arg , PyObject * kw)",9006,9021
11,3,68,2,11,"__Pyx_TypeTest@9025-9035@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_TypeTest","__Pyx_TypeTest( PyObject * obj , PyTypeObject * type)",9025,9035
24,3,142,4,28,"__Pyx_PyFunction_FastCallNoKw@9039-9066@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_PyFunction_FastCallNoKw","__Pyx_PyFunction_FastCallNoKw( PyCodeObject * co , PyObject ** args , Py_ssize_t na , PyObject * globals)",9039,9066
74,21,496,4,85,"__Pyx_PyFunction_FastCallDict@9068-9152@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_PyFunction_FastCallDict","__Pyx_PyFunction_FastCallDict( PyObject * func , PyObject ** args , Py_ssize_t nargs , PyObject * kwargs)",9068,9152
16,4,171,3,19,"__Pyx_PyCFunction_FastCall@9158-9176@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_PyCFunction_FastCall","__Pyx_PyCFunction_FastCall( PyObject * func_obj , PyObject ** args , Py_ssize_t nargs)",9158,9176
23,6,166,3,27,"__Pyx_PyObject_Call2Args@9180-9206@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_PyObject_Call2Args","__Pyx_PyObject_Call2Args( PyObject * function , PyObject * arg1 , PyObject * arg2)",9180,9206
16,4,94,2,16,"__Pyx_PyObject_CallMethO@9210-9225@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx_PyObject_CallMethO","__Pyx_PyObject_CallMethO( PyObject * func , PyObject * arg)",9210,9225
10,2,69,2,10,"__Pyx__PyObject_CallOneArg@9230-9239@src/geomm/pyqcprot.c","src/geomm/pyqcprot.c","__Pyx__PyObject_CallOneArg","__Pyx__PyObject_CallOneArg( PyObject * func , PyObject * arg)",9230,9239
